time,amplitude,fluxintegral,power
0,0,0.90903992603697,0
0.025,0.99999999999667,0.90903992603697,0.99994391864067
0.05,0.99999999999334,0.90903992603697,0.99994391864067
0.075,0.99999999999161,0.90903992603697,0.99994391864067
0.1,0.99999999999161,0.90903992603697,0.99994391864067
0.125,1.00017466591,0.90905009115121,0.99995509938499
0.15,1.0006828818514,0.90907171604551,0.99997888765414
0.175,1.0015205542709,0.90910727152466,1.0000179986868
0.2,1.0027026921221,0.90915999143613,1.0000759905984
0.225,1.0042576224095,0.9092335833351,1.0001569417015
0.25,1.0062232877036,0.90933203114771,1.0002652343181
0.275,1.0086450082635,0.90945946669042,1.0004054134514
0.3,1.0115743094224,0.90962009267198,1.0005821020889
0.325,1.0150685491715,0.90981814396339,1.0007999586006
0.35,1.0191911705118,0.91005787698633,1.0010636650679
0.375,1.0240124668914,0.91034357933292,1.0013779378681
0.4,1.0296107971272,0.91067959338291,1.0017475536572
0.425,1.0360742256354,0.91107034885951,1.0021773839484
0.45,1.0435025922849,0.91152040005495,1.0026724403026
0.475,1.0520100579661,0.9120344639018,1.0032379105778
0.5,1.0617281889359,0.91261745522795,1.0038792010845
0.525,1.0728096861014,0.91327451539021,1.0046019673148
0.55,1.0854328994514,0.9140110300683,1.0054121335155
0.575,1.0998073136184,0.91483263130879,1.0063158949357
0.6,1.1161802461933,0.91574517795519,1.0073196963001
0.625,1.133716235359,0.91665788453171,1.008323673637
0.65,1.1513812014342,0.91756321173967,1.0093195336522
0.675,1.1690743416986,0.91845571770556,1.010301290298
0.7,1.18672236819,0.91933153525337,1.0112646896808
0.725,1.2042720781114,0.92018798863701,1.01220678848
0.75,1.2216852114445,0.92102330535367,1.0131256369719
0.775,1.2389347528129,0.92183639711987,1.0140200379843
0.8,1.2560022101381,0.92262669260591,1.0148893630859
0.825,1.2728755817557,0.92339400937376,1.0157334115951
0.85,1.2895478214096,0.92413845566621,1.016552302579
0.875,1.30601566991,0.92486035498653,1.0173463918913
0.9,1.3222787603168,0.92556018811102,1.0181162083859
0.925,1.3383389291778,0.926238548462,1.0188624048276
0.95,1.3541996842034,0.9268961077428,1.0195857200901
0.975,1.3698657914658,0.92753358947527,1.0202869500475
1,1.385342954423,0.92815174864055,1.0209669251792
1.025,1.3993132149498,0.9287271369278,1.0215998523388
1.05,1.4104352852257,0.92925760378254,1.0221833651804
1.075,1.4186485889045,0.92974095501219,1.0227150508628
1.1,1.4239610186632,0.93017511012924,1.0231926211859
1.125,1.4264385799749,0.93055820534784,1.0236140258422
1.15,1.4261963672695,0.93088865742235,1.0239775231673
1.175,1.4233901345039,0.93116520369597,1.0242817241777
1.2,1.4182082095502,0.93138692922183,1.024525622393
1.225,1.4108637170278,0.9315532874108,1.0247086165415
1.25,1.4015871721099,0.93166411736607,1.024830529623
1.275,1.3906195465728,0.93171965884,1.0248916253579
1.3,1.3782059145504,0.93172056435281,1.0248926215157
1.325,1.3645897730893,0.93166790722695,1.0248346987505
1.35,1.3500081099341,0.93156318395635,1.0247195032066
1.375,1.3346872633339,0.93140830933358,1.0245491411575
1.4,1.3188395897289,0.93120560301847,1.0243261642309
1.425,1.3026609275375,0.93095776667894,1.0240535442636
1.45,1.2863288206868,0.93066785140418,1.0237346374555
1.475,1.270001445178,0.93033921571963,1.0233731381864
1.5,1.2538171664393,0.92997547515858,1.0229730235445
1.525,1.2378946446802,0.92958044490893,1.022538490238
1.55,1.2223333997423,0.929158077506,1.0220738860571
1.575,1.2072147455976,0.92871239784497,1.0215836383877
1.6,1.192603007049,0.92824743792022,1.0210721824247
1.625,1.1785469366199,0.92776717365919,1.0205438916894
1.65,1.165081257291,0.92727546602045,1.020003013237
1.675,1.152228265918,0.92677600819719,1.0194536095809
1.7,1.1399994421421,0.92627228034642,1.0188995088943
1.725,1.1288718629231,0.9257820911606,1.0183603007709
1.75,1.1191749169955,0.92530921377499,1.0178401355993
1.775,1.1107172919646,0.9248567884648,1.0173424677165
1.8,1.1033361502254,0.92442723761431,1.0168699617444
1.825,1.0968919111171,0.92402227345036,1.016424501132
1.85,1.0912643324354,0.92364295664362,1.0160072526164
1.875,1.0863494561594,0.92328977915464,1.0156187573538
1.9,1.0820571609513,0.92296275505097,1.0152590308182
1.925,1.0783091598813,0.92266150980863,1.0149276610327
1.95,1.0750373370023,0.92238536293167,1.0146238994514
1.975,1.072182349562,0.9221334014124,1.0143467417658
2,1.0696924433952,0.92190454319114,1.0140949977097

