time,avg_temp,power
0,300,0
0.001,300.0000000006,1.0000415015234e-06
0.002,300.00000000179,1.0001643758797e-06
0.003,300.00000000299,1.0003591507757e-06
0.004,300.00000000419,1.0006159249714e-06
0.005,300.00000000538,1.0009255370675e-06
0.006,300.00000000658,1.0012799772759e-06
0.007,300.00000000778,1.0016722223203e-06
0.008,300.00000000897,1.0020963707398e-06
0.009,300.00000001017,1.0025474284222e-06
0.01,300.00000001137,1.0030212018177e-06
0.011,300.00000001257,1.0035141969121e-06
0.012,300.00000001377,1.0040234651395e-06
0.013,300.00000001497,1.0045465718334e-06
0.014,300.00000001617,1.0050814489374e-06
0.015,300.00000001737,1.0056255725547e-06
0.016,300.00000001857,1.0061791247936e-06
0.017,300.00000001978,1.0067400197201e-06
0.018,300.00000002098,1.0073075444887e-06
0.019,300.00000002219,1.0078805275595e-06
0.02,300.00000002339,1.0084585819294e-06
0.021,300.0000000246,1.009040800197e-06
0.022,300.0000000258,1.0096270141111e-06
0.023,300.00000002701,1.0102164960863e-06
0.024,300.00000002822,1.0108092252029e-06
0.025,300.00000002943,1.0114045991845e-06
0.026,300.00000003064,1.012002698669e-06
0.027,300.00000003185,1.0126030094383e-06
0.028,300.00000003306,1.0132056824118e-06
0.029,300.00000003427,1.0138102655707e-06
0.03,300.00000003548,1.0144169583999e-06
0.031,300.00000003669,1.0150253530185e-06
0.032,300.00000003791,1.0156356823373e-06
0.033,300.00000003912,1.0162475699727e-06
0.034,300.00000004034,1.0168612716898e-06
0.035,300.00000004155,1.0174764337449e-06
0.036,300.00000004277,1.0180933273716e-06
0.037,300.00000004399,1.0187116152688e-06
0.038,300.00000004521,1.019331578963e-06
0.039,300.00000004642,1.0199528932465e-06
0.04,300.00000004764,1.0205758463291e-06
0.041,300.00000004886,1.0212001220451e-06
0.042,300.00000005009,1.0218260127576e-06
0.043,300.00000005131,1.0224532091991e-06
0.044,300.00000005253,1.0230820061216e-06
0.045,300.00000005375,1.0237120996487e-06
0.046,300.00000005498,1.0243437856868e-06
0.047,300.0000000562,1.0249767647357e-06
0.048,300.00000005743,1.0256113328982e-06
0.049,300.00000005865,1.0262471942577e-06
0.05,300.00000005988,1.0268846446739e-06
0.051,300.00000006111,1.0275233912649e-06
0.052,300.00000006234,1.0281637291593e-06
0.053,300.00000006357,1.0288053681427e-06
0.054,300.0000000648,1.0294486023348e-06
0.055,300.00000006603,1.0300931439138e-06
0.056,300.00000006726,1.0307392857971e-06
0.057,300.00000006849,1.0313867423659e-06
0.058,300.00000006973,1.0320358051937e-06
0.059,300.00000007096,1.0326861907242e-06
0.06,300.0000000722,1.0333381891026e-06
0.061,300.00000007343,1.0339915187294e-06
0.062,300.00000007467,1.0346464682601e-06
0.063,300.0000000759,1.035302757979e-06
0.064,300.00000007714,1.0359606750115e-06
0.065,300.00000007838,1.0366199414674e-06
0.066,300.00000007962,1.0372808429229e-06
0.067,300.00000008086,1.0379431032662e-06
0.068,300.0000000821,1.0386070065117e-06
0.069,300.00000008334,1.039272278294e-06
0.07,300.00000008459,1.0399392010595e-06
0.071,300.00000008583,1.0406075021625e-06
0.072,300.00000008707,1.0412774624798e-06
0.073,300.00000008832,1.0419488110595e-06
0.074,300.00000008957,1.0426218272193e-06
0.075,300.00000009081,1.0432962416753e-06
0.076,300.00000009206,1.0439723321987e-06
0.077,300.00000009331,1.0446498311522e-06
0.078,300.00000009456,1.0453290147666e-06
0.079,300.00000009581,1.0460096170392e-06
0.08,300.00000009706,1.0466919126687e-06
0.081,300.00000009831,1.047375637272e-06
0.082,300.00000009956,1.0480610640304e-06
0.083,300.00000010082,1.0487479301607e-06
0.084,300.00000010207,1.0494365073364e-06
0.085,300.00000010332,1.0501265343655e-06
0.086,300.00000010458,1.050818281428e-06
0.087,300.00000010584,1.0515114889053e-06
0.088,300.00000010709,1.0522064254948e-06
0.089,300.00000010835,1.0529028331447e-06
0.09,300.00000010961,1.0536009790778e-06
0.091,300.00000011087,1.0543006067937e-06
0.092,300.00000011213,1.0550019820601e-06
0.093,300.00000011339,1.0557048499119e-06
0.094,300.00000011466,1.0564094746708e-06
0.095,300.00000011592,1.0571156029019e-06
0.096,300.00000011718,1.057823497492e-06
0.097,300.00000011845,1.0585329065191e-06
0.098,300.00000011971,1.0592440914523e-06
0.099,300.00000012098,1.0599568018717e-06
0.1,300.00000012225,1.0606712978355e-06
0.101,300.00000012352,1.0613873304165e-06
0.102,300.00000012479,1.0621051582792e-06
0.103,300.00000012606,1.062824533974e-06
0.104,300.00000012733,1.0635457147804e-06
0.105,300.0000001286,1.0642684547199e-06
0.106,300.00000012987,1.0649930097019e-06
0.107,300.00000013114,1.0657191351993e-06
0.108,300.00000013242,1.0664470857672e-06
0.109,300.00000013369,1.0671766183228e-06
0.11,300.00000013497,1.0679079860727e-06
0.111,300.00000013625,1.0686409473709e-06
0.112,300.00000013753,1.0693757540913e-06
0.113,300.0000001388,1.0701121660061e-06
0.114,300.00000014008,1.0708504336661e-06
0.115,300.00000014136,1.0715903182564e-06
0.116,300.00000014265,1.0723320690215e-06
0.117,300.00000014393,1.0730754485482e-06
0.118,300.00000014521,1.0738207047747e-06
0.119,300.00000014649,1.0745676016847e-06
0.12,300.00000014778,1.0753163859297e-06
0.121,300.00000014907,1.0760668228692e-06
0.122,300.00000015035,1.0768191578804e-06
0.123,300.00000015164,1.0775731576912e-06
0.124,300.00000015293,1.0783290664217e-06
0.125,300.00000015422,1.0790866521506e-06
0.126,300.00000015551,1.0798461577477e-06
0.127,300.0000001568,1.0806073526434e-06
0.128,300.00000015809,1.0813704784644e-06
0.129,300.00000015939,1.0821353059778e-06
0.13,300.00000016068,1.082902075582e-06
0.131,300.00000016197,1.083670559374e-06
0.132,300.00000016327,1.0844409965297e-06
0.133,300.00000016457,1.0852131604689e-06
0.134,300.00000016586,1.0859872891572e-06
0.135,300.00000016716,1.0867631573217e-06
0.136,300.00000016846,1.0875410017346e-06
0.137,300.00000016976,1.0883205984205e-06
0.138,300.00000017106,1.0891021829654e-06
0.139,300.00000017237,1.0898855326821e-06
0.14,300.00000017367,1.0906708819828e-06
0.141,300.00000017497,1.0914580094606e-06
0.142,300.00000017628,1.0922471483626e-06
0.143,300.00000017759,1.0930380785502e-06
0.144,300.00000017889,1.0938310321177e-06
0.145,300.0000001802,1.0946257901912e-06
0.146,300.00000018151,1.0954225837154e-06
0.147,300.00000018282,1.0962211950747e-06
0.148,300.00000018413,1.0970218540736e-06
0.149,300.00000018544,1.0978243443458e-06
0.15,300.00000018676,1.0986288945689e-06
0.151,300.00000018807,1.0994352896096e-06
0.152,300.00000018938,1.1002437570376e-06
0.153,300.0000001907,1.1010540829428e-06
0.154,300.00000019202,1.1018664937887e-06
0.155,300.00000019333,1.1026807768852e-06
0.156,300.00000019465,1.1034971576005e-06
0.157,300.00000019597,1.1043154244588e-06
0.158,300.00000019729,1.1051358017365e-06
0.159,300.00000019861,1.105958079161e-06
0.16,300.00000019994,1.1067824799381e-06
0.161,300.00000020126,1.1076087949814e-06
0.162,300.00000020258,1.1084372464365e-06
0.163,300.00000020391,1.1092676264003e-06
0.164,300.00000020524,1.1101001559617e-06
0.165,300.00000020656,1.1109346283942e-06
0.166,300.00000020789,1.1117712637399e-06
0.167,300.00000020922,1.1126098564444e-06
0.168,300.00000021055,1.1134506255092e-06
0.169,300.00000021188,1.114293366541e-06
0.17,300.00000021322,1.1151382975137e-06
0.171,300.00000021455,1.115985215188e-06
0.172,300.00000021588,1.1168343365199e-06
0.173,300.00000021722,1.117685459412e-06
0.174,300.00000021856,1.1185387998134e-06
0.175,300.00000021989,1.1193941567648e-06
0.176,300.00000022123,1.1202517452131e-06
0.177,300.00000022257,1.1211113653311e-06
0.178,300.00000022391,1.1219732310721e-06
0.179,300.00000022525,1.1228371437317e-06
0.18,300.0000002266,1.1237033162847e-06
0.181,300.00000022794,1.1245715511384e-06
0.182,300.00000022929,1.1254420602936e-06
0.183,300.00000023063,1.1263146472675e-06
0.184,300.00000023198,1.1271895230964e-06
0.185,300.00000023333,1.128066492399e-06
0.186,300.00000023468,1.1289457652507e-06
0.187,300.00000023603,1.1298271473684e-06
0.188,300.00000023738,1.1307108478814e-06
0.189,300.00000023873,1.1315966735895e-06
0.19,300.00000024008,1.1324848326845e-06
0.191,300.00000024144,1.1333751330479e-06
0.192,300.00000024279,1.1342677819386e-06
0.193,300.00000024415,1.1351625883148e-06
0.194,300.00000024551,1.1360597585133e-06
0.195,300.00000024686,1.1369591025527e-06
0.196,300.00000024822,1.1378608258618e-06
0.197,300.00000024959,1.1387647395179e-06
0.198,300.00000025095,1.1396710480473e-06
0.199,300.00000025231,1.1405795635748e-06
0.2,300.00000025367,1.1414904897346e-06
0.201,300.00000025504,1.1424036396983e-06
0.202,300.0000002564,1.1433192162081e-06
0.203,300.00000025777,1.1442370334782e-06
0.204,300.00000025914,1.14515729337e-06
0.205,300.00000026051,1.1460798111324e-06
0.206,300.00000026188,1.1470047877536e-06
0.207,300.00000026325,1.1479320395127e-06
0.208,300.00000026462,1.1488617665334e-06
0.209,300.000000266,1.1497937861085e-06
0.21,300.00000026737,1.1507282975193e-06
0.211,300.00000026875,1.1516651190635e-06
0.212,300.00000027013,1.1526044491773e-06
0.213,300.00000027151,1.1535461071703e-06
0.214,300.00000027289,1.1544902906348e-06
0.215,300.00000027427,1.1554368198867e-06
0.216,300.00000027565,1.1563858916872e-06
0.217,300.00000027703,1.1573373273415e-06
0.218,300.00000027841,1.1582913227974e-06
0.219,300.0000002798,1.1592477003476e-06
0.22,300.00000028119,1.1602066551216e-06
0.221,300.00000028257,1.1611680104013e-06
0.222,300.00000028396,1.1621319605062e-06
0.223,300.00000028535,1.1630983296928e-06
0.224,300.00000028674,1.1640673114863e-06
0.225,300.00000028813,1.1650387311216e-06
0.226,300.00000028953,1.1660127813238e-06
0.227,300.00000029092,1.166989288293e-06
0.228,300.00000029232,1.1679684439796e-06
0.229,300.00000029371,1.1689500755428e-06
0.23,300.00000029511,1.1699343741521e-06
0.231,300.00000029651,1.1709211679288e-06
0.232,300.00000029791,1.1719106472713e-06
0.233,300.00000029931,1.1729026412498e-06
0.234,300.00000030072,1.1738973395059e-06
0.235,300.00000030212,1.1748945720529e-06
0.236,300.00000030353,1.175894527782e-06
0.237,300.00000030493,1.1768970376426e-06
0.238,300.00000030634,1.1779022897825e-06
0.239,300.00000030775,1.178910116088e-06
0.24,300.00000030916,1.179920703969e-06
0.241,300.00000031057,1.180933886236e-06
0.242,300.00000031198,1.1819498495736e-06
0.243,300.00000031339,1.182968427716e-06
0.244,300.00000031481,1.183989806624e-06
0.245,300.00000031622,1.185013820953e-06
0.246,300.00000031764,1.1860406559453e-06
0.247,300.00000031906,1.1870701471751e-06
0.248,300.00000032048,1.1881024791752e-06
0.249,300.0000003219,1.1891374884282e-06
0.25,300.00000032332,1.1901753587644e-06
0.251,300.00000032475,1.1912159275786e-06
0.252,300.00000032617,1.1922593780005e-06
0.253,300.0000003276,1.1933055483273e-06
0.254,300.00000032902,1.1943546210054e-06
0.255,300.00000033045,1.195406435224e-06
0.256,300.00000033188,1.1964611727546e-06
0.257,300.00000033331,1.1975186736729e-06
0.258,300.00000033474,1.1985791190817e-06
0.259,300.00000033618,1.1996423499401e-06
0.26,300.00000033761,1.2007085466921e-06
0.261,300.00000033905,1.2017775511748e-06
0.262,300.00000034049,1.2028495431761e-06
0.263,300.00000034192,1.2039243654102e-06
0.264,300.00000034336,1.2050021970166e-06
0.265,300.0000003448,1.2060828790452e-06
0.266,300.00000034625,1.2071665948179e-06
0.267,300.00000034769,1.2082531864122e-06
0.268,300.00000034914,1.2093428325604e-06
0.269,300.00000035058,1.2104353772562e-06
0.27,300.00000035203,1.211530998896e-06
0.271,300.00000035348,1.2126295424182e-06
0.272,300.00000035493,1.2137311856485e-06
0.273,300.00000035638,1.2148357744021e-06
0.274,300.00000035783,1.2159434858973e-06
0.275,300.00000035929,1.2170541668052e-06
0.276,300.00000036074,1.2181679937358e-06
0.277,300.0000003622,1.2192848142168e-06
0.278,300.00000036366,1.2204048042456e-06
0.279,300.00000036512,1.2215278122075e-06
0.28,300.00000036658,1.2226540134888e-06
0.281,300.00000036804,1.2237832573348e-06
0.282,300.0000003695,1.2249157185318e-06
0.283,300.00000037097,1.2260512471729e-06
0.284,300.00000037244,1.2271900174482e-06
0.285,300.0000003739,1.2283318803018e-06
0.286,300.00000037537,1.2294770093375e-06
0.287,300.00000037684,1.2306252563418e-06
0.288,300.00000037831,1.2317767943409e-06
0.289,300.00000037979,1.2329314759605e-06
0.29,300.00000038126,1.2340894736497e-06
0.291,300.00000038274,1.2352506408738e-06
0.292,300.00000038421,1.2364151495226e-06
0.293,300.00000038569,1.2375828538873e-06
0.294,300.00000038717,1.2387539253018e-06
0.295,300.00000038866,1.2399282188846e-06
0.296,300.00000039014,1.2411059054222e-06
0.297,300.00000039162,1.2422868408583e-06
0.298,300.00000039311,1.2434711954277e-06
0.299,300.0000003946,1.2446588259059e-06
0.3,300.00000039608,1.2458499019904e-06
0.301,300.00000039757,1.2470442812732e-06
0.302,300.00000039907,1.2482421329214e-06
0.303,300.00000040056,1.249443319818e-06
0.304,300.00000040205,1.2506480016582e-06
0.305,300.00000040355,1.251856042489e-06
0.306,300.00000040505,1.2530676092031e-06
0.307,300.00000040654,1.2542825633001e-06
0.308,300.00000040804,1.2555010711814e-06
0.309,300.00000040955,1.2567229949502e-06
0.31,300.00000041105,1.257948500507e-06
0.311,300.00000041255,1.25917745071e-06
0.312,300.00000041406,1.2604100110267e-06
0.313,300.00000041557,1.2616460449908e-06
0.314,300.00000041708,1.2628857175883e-06
0.315,300.00000041859,1.2641288932483e-06
0.316,300.0000004201,1.265375736436e-06
0.317,300.00000042161,1.2666261123717e-06
0.318,300.00000042313,1.2678801850495e-06
0.319,300.00000042464,1.2691378204791e-06
0.32,300.00000042616,1.2703991822155e-06
0.321,300.00000042768,1.2716641370027e-06
0.322,300.0000004292,1.272932847947e-06
0.323,300.00000043072,1.2742051826158e-06
0.324,300.00000043225,1.2754813036476e-06
0.325,300.00000043377,1.2767610793915e-06
0.326,300.0000004353,1.278044672043e-06
0.327,300.00000043683,1.2793319507266e-06
0.328,300.00000043836,1.2806230772103e-06
0.329,300.00000043989,1.2819179213877e-06
0.33,300.00000044142,1.2832166446035e-06
0.331,300.00000044296,1.2845191175211e-06
0.332,300.00000044449,1.2858255010641e-06
0.333,300.00000044603,1.2871356666714e-06
0.334,300.00000044757,1.2884497748499e-06
0.335,300.00000044911,1.2897676978107e-06
0.336,300.00000045065,1.2910895956485e-06
0.337,300.0000004522,1.2924153413458e-06
0.338,300.00000045374,1.2937450945953e-06
0.339,300.00000045529,1.2950787291489e-06
0.34,300.00000045684,1.2964164043002e-06
0.341,300.00000045839,1.2977579945698e-06
0.342,300.00000045994,1.2991036588586e-06
0.343,300.0000004615,1.3004532724603e-06
0.344,300.00000046305,1.3018069938868e-06
0.345,300.00000046461,1.3031646991927e-06
0.346,300.00000046617,1.304526546522e-06
0.347,300.00000046773,1.3058924126825e-06
0.348,300.00000046929,1.3072624554611e-06
0.349,300.00000047085,1.3086365524156e-06
0.35,300.00000047242,1.310014860975e-06
0.351,300.00000047399,1.3113972594572e-06
0.352,300.00000047555,1.3127839049354e-06
0.353,300.00000047712,1.3141746764851e-06
0.354,300.0000004787,1.3155697308271e-06
0.355,300.00000048027,1.3169689478023e-06
0.356,300.00000048184,1.3183724837864e-06
0.357,300.00000048342,1.3197802193745e-06
0.358,300.000000485,1.3211923106075e-06
0.359,300.00000048658,1.3226086388436e-06
0.36,300.00000048816,1.324029359785e-06
0.361,300.00000048974,1.3254543555466e-06
0.362,300.00000049133,1.3268837815126e-06
0.363,300.00000049292,1.328317520553e-06
0.364,300.00000049451,1.3297557277374e-06
0.365,300.0000004961,1.33119828668e-06
0.366,300.00000049769,1.3326453521515e-06
0.367,300.00000049928,1.3340968085217e-06
0.368,300.00000050088,1.3355528102566e-06
0.369,300.00000050248,1.3370132424755e-06
0.37,300.00000050407,1.3384782593491e-06
0.371,300.00000050568,1.3399477467564e-06
0.372,300.00000050728,1.341421858577e-06
0.373,300.00000050888,1.3429004814436e-06
0.374,300.00000051049,1.3443837689515e-06
0.375,300.0000005121,1.3458716084888e-06
0.376,300.00000051371,1.3473641533792e-06
0.377,300.00000051532,1.3488612917575e-06
0.378,300.00000051693,1.3503631766815e-06
0.379,300.00000051855,1.3518696970424e-06
0.38,300.00000052016,1.3533810056379e-06
0.381,300.00000052178,1.3548969921106e-06
0.382,300.0000005234,1.3564178089978e-06
0.383,300.00000052502,1.357943346704e-06
0.384,300.00000052665,1.3594737575254e-06
0.385,300.00000052827,1.3610089326035e-06
0.386,300.0000005299,1.3625490240095e-06
0.387,300.00000053153,1.3640939236346e-06
0.388,300.00000053316,1.3656437833133e-06
0.389,300.0000005348,1.3671984957026e-06
0.39,300.00000053643,1.3687582123991e-06
0.391,300.00000053807,1.3703228268214e-06
0.392,300.00000053971,1.3718924903486e-06
0.393,300.00000054135,1.3734670971525e-06
0.394,300.00000054299,1.3750467984044e-06
0.395,300.00000054464,1.3766314890367e-06
0.396,300.00000054628,1.3782213200019e-06
0.397,300.00000054793,1.3798161870118e-06
0.398,300.00000054958,1.381416240806e-06
0.399,300.00000055123,1.3830213778634e-06
0.4,300.00000055289,1.3846317487304e-06
0.401,300.00000055454,1.3862472506526e-06
0.402,300.0000005562,1.3878680339825e-06
0.403,300.00000055786,1.3894939967408e-06
0.404,300.00000055952,1.3911252890974e-06
0.405,300.00000056119,1.3927618098414e-06
0.406,300.00000056285,1.3944037089662e-06
0.407,300.00000056452,1.3960508860387e-06
0.408,300.00000056619,1.3977034908886e-06
0.409,300.00000056786,1.399361423838e-06
0.41,300.00000056954,1.4010248345786e-06
0.411,300.00000057121,1.4026936241932e-06
0.412,300.00000057289,1.4043679422334e-06
0.413,300.00000057457,1.4060476905485e-06
0.414,300.00000057625,1.4077330185542e-06
0.415,300.00000057794,1.4094238288727e-06
0.416,300.00000057962,1.4111202707882e-06
0.417,300.00000058131,1.4128222476928e-06
0.418,300.000000583,1.4145299087625e-06
0.419,300.00000058469,1.4162431581613e-06
0.42,300.00000058639,1.4179621449414e-06
0.421,300.00000058808,1.4196867740577e-06
0.422,300.00000058978,1.4214171944464e-06
0.423,300.00000059148,1.4231533118502e-06
0.424,300.00000059318,1.4248952751014e-06
0.425,300.00000059489,1.4266429907372e-06
0.426,300.00000059659,1.4283966074868e-06
0.427,300.0000005983,1.4301560326882e-06
0.428,300.00000060001,1.4319214149771e-06
0.429,300.00000060173,1.4336926624819e-06
0.43,300.00000060344,1.43546992377e-06
0.431,300.00000060516,1.4372531077596e-06
0.432,300.00000060688,1.4390423629534e-06
0.433,300.0000006086,1.4408375990608e-06
0.434,300.00000061032,1.4426389645312e-06
0.435,300.00000061205,1.444446369874e-06
0.436,300.00000061377,1.4462599634918e-06
0.437,300.0000006155,1.4480796566855e-06
0.438,300.00000061724,1.4499055978241e-06
0.439,300.00000061897,1.4517376990162e-06
0.44,300.00000062071,1.4535761085959e-06
0.441,300.00000062245,1.4554207394801e-06
0.442,300.00000062419,1.4572717399808e-06
0.443,300.00000062593,1.4591290238323e-06
0.444,300.00000062768,1.4609927393248e-06
0.445,300.00000062942,1.4628628010104e-06
0.446,300.00000063117,1.464739357179e-06
0.447,300.00000063292,1.466622323205e-06
0.448,300.00000063468,1.4685118473694e-06
0.449,300.00000063644,1.4704078458867e-06
0.45,300.00000063819,1.4723104670407e-06
0.451,300.00000063996,1.4742196278746e-06
0.452,300.00000064172,1.4761354766955e-06
0.453,300.00000064348,1.4780579313899e-06
0.454,300.00000064525,1.4799871402813e-06
0.455,300.00000064702,1.4819230221007e-06
0.456,300.0000006488,1.4838657252213e-06
0.457,300.00000065057,1.48581516921e-06
0.458,300.00000065235,1.4877715024701e-06
0.459,300.00000065413,1.489734645449e-06
0.46,300.00000065591,1.4917047465971e-06
0.461,300.00000065769,1.4936817272095e-06
0.462,300.00000065948,1.4956657358097e-06
0.463,300.00000066127,1.49765669455e-06
0.464,300.00000066306,1.4996547520405e-06
0.465,300.00000066485,1.5016598312867e-06
0.466,300.00000066665,1.5036720809918e-06
0.467,300.00000066845,1.5056914250309e-06
0.468,300.00000067025,1.5077180122155e-06
0.469,300.00000067205,1.5097517672818e-06
0.47,300.00000067386,1.5117928391536e-06
0.471,300.00000067567,1.5138411534587e-06
0.472,300.00000067748,1.5158968592302e-06
0.473,300.00000067929,1.5179598829836e-06
0.474,300.00000068111,1.5200303738959e-06
0.475,300.00000068293,1.5221082593619e-06
0.476,300.00000068475,1.5241936887038e-06
0.477,300.00000068657,1.5262865902163e-06
0.478,300.0000006884,1.5283871133703e-06
0.479,300.00000069022,1.5304951873855e-06
0.48,300.00000069206,1.5326109618744e-06
0.481,300.00000069389,1.5347343669694e-06
0.482,300.00000069572,1.5368655524822e-06
0.483,300.00000069756,1.5390044494468e-06
0.484,300.0000006994,1.5411512078548e-06
0.485,300.00000070125,1.5433057596802e-06
0.486,300.00000070309,1.5454682551184e-06
0.487,300.00000070494,1.5476386270669e-06
0.488,300.00000070679,1.549817025929e-06
0.489,300.00000070865,1.5520033855531e-06
0.49,300.0000007105,1.5541978565573e-06
0.491,300.00000071236,1.5564003737417e-06
0.492,300.00000071423,1.558611087966e-06
0.493,300.00000071609,1.5608299349798e-06
0.494,300.00000071796,1.5630570616895e-06
