time,avg_temp,power
0,300,0
0.004,300.00000000239,1.001021572619e-06
0.008,300.00000000479,1.002623532752e-06
0.012,300.00000000959,1.0044143276416e-06
0.016,300.00000001439,1.0065133762047e-06
0.02,300.00000001921,1.008765518235e-06
0.024,300.00000002404,1.0111031011341e-06
0.028,300.00000002888,1.0134928191854e-06
0.032,300.00000003373,1.0159198087435e-06
0.036,300.00000003859,1.0183761805747e-06
0.04,300.00000004347,1.0208571563271e-06
0.044,300.00000004835,1.0233632627653e-06
0.048,300.00000005325,1.0258918394234e-06
0.052,300.00000005816,1.0284445129231e-06
0.056,300.00000006308,1.0310204483811e-06
0.06,300.00000006802,1.0336197668296e-06
0.064,300.00000007297,1.0362411127983e-06
0.068,300.00000007793,1.0388877728574e-06
0.072,300.0000000829,1.0415586025472e-06
0.076,300.00000008789,1.0442538697939e-06
0.08,300.00000009289,1.0469738654935e-06
0.084,300.0000000979,1.0497188868825e-06
0.088,300.00000010292,1.0524892471124e-06
0.092,300.00000010796,1.0552829258177e-06
0.096,300.00000011301,1.058104787495e-06
0.1,300.00000011808,1.0609529227814e-06
0.104,300.00000012316,1.0638277265311e-06
0.108,300.00000012825,1.0667295148718e-06
0.112,300.00000013336,1.069658621758e-06
0.116,300.00000013848,1.0726134772437e-06
0.12,300.00000014361,1.0755982861847e-06
0.124,300.00000014876,1.0786113833806e-06
0.128,300.00000015393,1.0816532635055e-06
0.132,300.00000015911,1.0847242710022e-06
0.136,300.0000001643,1.0878247802647e-06
0.14,300.00000016951,1.0909551754985e-06
0.144,300.00000017473,1.0941158499692e-06
0.148,300.00000017997,1.0973072049828e-06
0.152,300.00000018522,1.1005296495459e-06
0.156,300.00000019049,1.1037836003545e-06
0.16,300.00000019578,1.1070694815483e-06
0.164,300.00000020108,1.110385277052e-06
0.168,300.0000002064,1.113736397925e-06
0.172,300.00000021173,1.117120554328e-06
0.176,300.00000021708,1.1205384833147e-06
0.18,300.00000022244,1.1239906008785e-06
0.184,300.00000022782,1.1274773790333e-06
0.188,300.00000023322,1.1309992962263e-06
0.192,300.00000023864,1.1345568415157e-06
0.196,300.00000024407,1.138150513671e-06
0.2,300.00000024952,1.1417808213168e-06
0.204,300.00000025499,1.1454482831016e-06
0.208,300.00000026048,1.1491534278415e-06
0.212,300.00000026598,1.1528967947848e-06
0.216,300.0000002715,1.1566789337292e-06
0.22,300.00000027704,1.1605004053463e-06
0.224,300.0000002826,1.1643617813396e-06
0.228,300.00000028817,1.1682636446871e-06
0.232,300.00000029377,1.1722065899305e-06
0.236,300.00000029938,1.1761912234273e-06
0.24,300.00000030501,1.1802181635954e-06
0.244,300.00000031067,1.1842880412486e-06
0.248,300.00000031634,1.1884014998509e-06
0.252,300.00000032203,1.1925591958466e-06
0.256,300.00000032774,1.1967617989779e-06
0.26,300.00000033347,1.2010099926036e-06
0.264,300.00000033922,1.2053013354463e-06
0.268,300.000000345,1.2096427164294e-06
0.272,300.00000035079,1.2140315197554e-06
0.276,300.00000035661,1.2184689279086e-06
0.28,300.00000036244,1.2229556131601e-06
0.284,300.0000003683,1.2274923404488e-06
0.288,300.00000037418,1.2320798833031e-06
0.292,300.00000038008,1.2367190370247e-06
0.296,300.00000038601,1.2414106168108e-06
0.3,300.00000039195,1.2461554579695e-06
0.304,300.00000039792,1.2509544154935e-06
0.308,300.00000040391,1.2558083640498e-06
0.312,300.00000040993,1.2607181980287e-06
0.316,300.00000041597,1.2656848317249e-06
0.32,300.00000042203,1.2707091997901e-06
0.324,300.00000042812,1.2757922575054e-06
0.328,300.00000043423,1.2809349814597e-06
0.332,300.00000044037,1.2861383698744e-06
0.336,300.00000044653,1.2914034433641e-06
0.34,300.00000045272,1.2967312454198e-06
0.344,300.00000045893,1.3021228430796e-06
0.348,300.00000046517,1.3075793275955e-06
0.352,300.00000047143,1.3131018150508e-06
0.356,300.00000047772,1.3186914472127e-06
0.36,300.00000048404,1.3243493919952e-06
0.364,300.00000049039,1.3300768445043e-06
0.368,300.00000049676,1.3358750275978e-06
0.372,300.00000050316,1.3417451928098e-06
0.376,300.00000050959,1.3476886210609e-06
0.38,300.00000051605,1.353706623649e-06
0.384,300.00000052253,1.3598005430634e-06
0.388,300.00000052905,1.3659687699918e-06
0.392,300.0000005356,1.3722186679344e-06
0.396,300.00000054217,1.3785482253784e-06
0.4,300.00000054878,1.384959476008e-06
0.404,300.00000055541,1.3914538602868e-06
0.408,300.00000056208,1.3980329419563e-06
0.412,300.00000056878,1.4046983082329e-06
0.416,300.00000057551,1.4114515881756e-06
0.42,300.00000058228,1.4182944512124e-06
0.424,300.00000058908,1.4252286079197e-06
0.428,300.00000059591,1.4322558123732e-06
0.432,300.00000060277,1.4393778625682e-06
0.436,300.00000060967,1.44659660232e-06
0.44,300.0000006166,1.4539139226202e-06
0.444,300.00000062357,1.461331763491e-06
0.448,300.00000063058,1.4688521154554e-06
0.452,300.00000063762,1.4764770212841e-06
0.456,300.0000006447,1.4842085778358e-06
0.46,300.00000065181,1.4920489377924e-06
0.464,300.00000065896,1.5000003114295e-06
0.468,300.00000066615,1.5080649686926e-06
0.472,300.00000067338,1.51624524097e-06
0.476,300.00000068065,1.5245435282844e-06
0.48,300.00000068796,1.5329622857919e-06
0.484,300.00000069531,1.5415040450605e-06
0.488,300.0000007027,1.5501714025283e-06
0.492,300.00000071013,1.5589670302372e-06
0.496,300.00000071761,1.5678936752094e-06
0.5,300.00000072513,1.5769541623787e-06
0.504,300.00000073269,1.5861513972133e-06
0.508,300.00000074029,1.5954883683386e-06
0.512,300.00000074795,1.6049681508428e-06
0.516,300.00000075564,1.6145939089969e-06
0.52,300.00000076338,1.6243688992532e-06
0.524,300.00000077117,1.6342964754079e-06
0.528,300.00000077901,1.6443800889161e-06
0.532,300.0000007869,1.6546232949306e-06
0.536,300.00000079483,1.6650297553955e-06
0.54,300.00000080282,1.6756032428773e-06
0.544,300.00000081086,1.6863476449977e-06
0.548,300.00000081895,1.6972669684684e-06
0.552,300.00000082709,1.7083653436414e-06
0.556,300.00000083528,1.7196470297378e-06
0.56,300.00000084353,1.7311164372493e-06
