time,amplitude,fluxintegral,power
0,0,0.90903992603697,0
0.1,1,0.90903992603697,0.99994391864067
0.2,1.0045976712249,0.90922834362002,1.000151177982
0.3,1.0157702872054,0.90979749072504,1.0007772397975
0.4,1.0372039265018,0.91098928050029,1.0020882085503
0.5,1.0750037383425,0.91308150652281,1.0043896571751
0.6,1.1403963603487,0.91641010013337,1.0080511101467
0.7,1.206488561728,0.91953660340104,1.0114902637411
0.8,1.2711680467472,0.92235493837262,1.0145904322099
0.9,1.3337024178869,0.92485732771517,1.0173430604867
1,1.393984700835,0.92707229740905,1.01977952715
1.1,1.4121643706494,0.928545364464,1.0213999009104
1.2,1.3940908914392,0.92927238365503,1.0221996220205
1.3,1.351362625142,0.92929420373179,1.022223624105
1.4,1.2962626604904,0.92870024041488,1.0215702644564
1.5,1.2386288109487,0.92762647841782,1.0203891262596
1.6,1.1847760550409,0.92623793211313,1.0188617253244
1.7,1.1378226140878,0.92469991086147,1.0171699019476
1.8,1.1075192974045,0.92338675466847,1.0157254301353
1.9,1.0879661376587,0.92234852065821,1.014583372724
2,1.07539597181,0.92157685612231,1.0137345417345

