time,CR_Boron,IntegratedPower,ScaledTotalPower,avg_Tfuel,max_Tfuel
1.34,1.3881000000001e-07,1092356.1033925,10602455.976197,298.10079285327,298.43813174833
1.35,1.3881000000001e-07,1203785.0539085,11683258.13188,298.12329000372,298.49498455284
1.36,1.3881000000001e-07,1326567.1157252,12873072.641242,298.15073271853,298.5602680116
1.37,1.3881000000001e-07,1461845.6487566,14182546.694929,298.18362251468,298.63483099297
1.38,1.3881000000001e-07,1610875.2569032,15623281.988429,298.22250926308,298.71960369963
1.39,1.3881000000001e-07,1775031.6616039,17207900.458499,298.26799532827,298.81560455391
1.4,1.3881000000001e-07,1955822.231811,18950109.8239,298.32074006355,298.92394757908
1.41,1.3881000000001e-07,2154897.1613773,20864767.541823,298.38146444969,299.04585004965
1.42,1.3881000000001e-07,2374061.2691436,22967941.397331,298.45095598882,299.18264050135
1.43,1.3881000000001e-07,2615286.376861,25276964.489317,298.53007379127,299.33576700887
1.44,1.3881000000001e-07,2880724.1952165,27810481.874502,298.61975380682,299.50680564325
1.45,1.3881000000001e-07,3172719.6176234,30588485.486635,298.72101414558,299.69746900295
1.46,1.3881000000001e-07,3493824.2842932,33632333.284401,298.83496041098,299.9096146757
1.47,1.3881000000001e-07,3846810.2346152,36964747.77437,298.9627909528,300.14525345793
1.48,1.3881000000001e-07,4234683.4130709,40609788.207259,299.10580190688,300.40655709853
1.49,1.3881000000001e-07,4660696.7399901,44592791.200119,299.26539188998,300.69586536178
1.5,1.3881000000001e-07,5128362.3780206,48940269.820379,299.4430653935,301.0156911389
1.51,1.3881000000001e-07,5641462.7365754,53679761.387601,299.64043773165,301.36872649616
1.52,1.3881000000001e-07,6204059.6656539,58839617.891678,299.85923673909,301.75784467293
1.53,1.3881000000001e-07,6820501.2176593,64448728.972126,300.10130363901,302.18610000695
1.54,1.3881000000001e-07,7495425.2378742,70536165.002495,300.3685918146,302.65672445288
1.55,1.3881000000001e-07,8233758.8883473,77130721.08606,300.66316462794,303.17312153189
1.56,1.3881000000001e-07,9040713.1347521,84260363.456419,300.98719185043,303.73885697128
1.57,1.3881000000001e-07,9921771.1344015,91951565.793228,301.34293857727,304.357639572
1.58,1.3881000000001e-07,10882669.360476,100228518.84804,301.73275482996,305.03330027447
1.59,1.3881000000001e-07,11929370.190498,109112213.48753,302.15906008946,305.76976333322
1.6,1.3881000000001e-07,13068024.664434,118619394.16784,302.62432294858,306.57100952292
1.61,1.3881000000001e-07,14304924.161544,128761373.07463,303.13103631686,307.44103161659
1.62,1.3881000000001e-07,15646439.593674,139542763.83283,303.68168272698,308.38377647247
1.63,1.3881000000001e-07,17098947.565069,150960071.92717,304.27871436802,309.40309868857
1.64,1.3881000000001e-07,18668742.006567,163000256.5424,304.92449111632,310.5026684437
1.65,1.3881000000001e-07,20361931.355377,175639262.18596,305.62123612004,311.68589412768
1.66,1.3881000000001e-07,22184321.318354,188840586.84633,306.37099726343,312.95584852795
1.67,1.3881000000001e-07,24141283.762082,202553958.01178,307.17557888013,314.31516301797
1.68,1.3881000000001e-07,26237613.370463,216714202.84264,308.03648330623,315.76593090538
1.69,1.3881000000001e-07,28477374.429287,231240404.53256,308.95484817753,317.30960678104
1.7,1.3881000000001e-07,30863741.107553,246035445.92208,309.93138325858,318.9469070744
1.71,1.3881000000001e-07,33398835.613629,260986041.31479,310.96630926178,320.67771584107
1.72,1.3881000000001e-07,36083569.5738,275963350.03321,312.05930103298,322.50099982109
1.73,1.3881000000001e-07,38917494.844006,290824250.15215,313.2094379775,324.4147373348
1.74,1.3881000000001e-07,41898670.600444,305413321.84148,314.41516440641,326.4158652908
1.75,1.3881000000001e-07,45023553.887673,319565556.1151,315.67426284366,328.5002487564
1.76,1.3881000000001e-07,48286920.728456,333109758.76013,316.98384260685,330.66267648244
1.77,1.3881000000001e-07,51681824.359889,345872572.59167,318.34034522715,332.8968845881
1.78,1.3881000000001e-07,55199596.115033,357682984.81683,319.73956875018,335.19561061057
1.79,1.3881000000001e-07,58829892.917871,368377140.72106,321.17671158173,337.55067816766
1.8,1.3881000000001e-07,62560793.364245,377803247.26806,322.6464345112,339.9531109138
1.81,1.3881000000001e-07,66378942.058586,385826319.18132,324.1429402494,342.39327784842
1.82,1.3881000000001e-07,70269739.379883,392332517.14084,325.6600678083,344.86102873922
1.83,1.3881000000001e-07,74217571.392681,397232837.27033,327.19139849701,347.34589568386
1.84,1.3881000000001e-07,78206072.376756,400465943.65217,328.73036980271,349.83726976214
1.85,1.3881000000001e-07,82218410.617552,401999986.76086,330.2703926987,352.32458850002
1.86,1.3881000000001e-07,86237586.848376,401833314.53152,331.80496799565,354.79751870625
1.87,1.3881000000001e-07,90246734.168135,399994056.04501,333.32779749725,357.24612820419
1.88,1.3881000000001e-07,94229408.353529,396538616.87983,334.83288619372,359.66104083569
1.89,1.3881000000001e-07,98169858.329499,391549214.71744,336.31463195371,362.0335698272
1.9,1.3881000000001e-07,102053267.97912,385130615.63926,337.76790001358,364.35582592363
1.91,1.3881000000001e-07,105865962.31149,377406265.69699,339.18808239562,366.62080019165
1.92,1.3881000000001e-07,109595573.09082,368514057.74407,340.57113804121,368.82241718902
1.93,1.3881000000001e-07,113231161.38294,358601946.64728,341.9136179097,370.95556361579
1.94,1.3881000000001e-07,116763296.54006,347823621.79995,343.21267377017,373.01609192476
1.95,1.3881000000001e-07,120184093.09636,336334420.05737,344.46605127204,375.00080054975
1.96,1.3881000000001e-07,123487208.72223,324287622.83006,345.67207151517,376.90739646333
1.97,1.3881000000001e-07,126667807.58622,311831241.29411,346.82960137803,378.73444153374
1.98,1.3881000000001e-07,129722494.32429,299105353.17259,347.93801519809,380.48128663998
1.99,1.3881000000001e-07,132649224.27486,286240018.75499,348.9971506295,382.14799769456
