time,avg_temp,power
0,300,0
0.004,300.00000000239,1.0005687469762e-06
0.008,300.00000000718,1.0020809502894e-06
0.012,300.00000001197,1.0040133528532e-06
0.016,300.00000001678,1.0061748068319e-06
0.02,300.00000002159,1.0084564867242e-06
0.024,300.00000002642,1.0108079598359e-06
0.028,300.00000003126,1.0132050518149e-06
0.032,300.00000003611,1.0156351863007e-06
0.036,300.00000004097,1.0180930048659e-06
0.04,300.00000004585,1.0205755454453e-06
0.044,300.00000005073,1.0230817398175e-06
0.048,300.00000005563,1.0256110763241e-06
0.052,300.00000006054,1.0281634656139e-06
0.056,300.00000006546,1.0307390318256e-06
0.06,300.0000000704,1.0333379181776e-06
0.064,300.00000007534,1.0359604110882e-06
0.068,300.0000000803,1.0386067264474e-06
0.072,300.00000008528,1.0412771844319e-06
0.076,300.00000009026,1.0439720423398e-06
0.08,300.00000009526,1.0466916189885e-06
0.084,300.00000010027,1.0494362139341e-06
0.088,300.00000010529,1.0522061200615e-06
0.092,300.00000011033,1.055001675809e-06
0.096,300.00000011538,1.0578231758526e-06
0.1,300.00000012045,1.0606709789014e-06
0.104,300.00000012553,1.0635453763471e-06
0.108,300.00000013062,1.0664467531378e-06
0.112,300.00000013573,1.069375398471e-06
0.116,300.00000014085,1.072331721586e-06
0.12,300.00000014598,1.0753160126392e-06
0.124,300.00000015113,1.0783287031229e-06
0.128,300.00000015629,1.0813700869571e-06
0.132,300.00000016147,1.0844406162625e-06
0.136,300.00000016666,1.0875405913455e-06
0.14,300.00000017187,1.0906704837138e-06
0.144,300.00000017709,1.0938306020673e-06
0.148,300.00000018233,1.0970214367116e-06
0.152,300.00000018758,1.1002433065215e-06
0.156,300.00000019285,1.1034967203052e-06
0.16,300.00000019814,1.106782008241e-06
0.164,300.00000020344,1.1100996973497e-06
0.168,300.00000020875,1.1134501314912e-06
0.172,300.00000021408,1.1168338564196e-06
0.176,300.00000021943,1.1202512281752e-06
0.18,300.0000002248,1.1237028122733e-06
0.184,300.00000023018,1.1271889815257e-06
0.188,300.00000023558,1.1307103189653e-06
0.192,300.00000024099,1.1342672146634e-06
0.196,300.00000024642,1.1378602707985e-06
0.2,300.00000025187,1.1414898955066e-06
0.204,300.00000025734,1.1451567108323e-06
0.208,300.00000026282,1.1488611440353e-06
0.212,300.00000026833,1.1526038377519e-06
0.216,300.00000027385,1.1563852395184e-06
0.22,300.00000027938,1.1602060133589e-06
0.224,300.00000028494,1.1640666281827e-06
0.228,300.00000029052,1.1679677702959e-06
0.232,300.00000029611,1.1719099312398e-06
0.236,300.00000030172,1.1758938205342e-06
0.24,300.00000030736,1.1799199535479e-06
0.244,300.00000031301,1.1839890641128e-06
0.248,300.00000031868,1.1881016926237e-06
0.252,300.00000032437,1.1922585983806e-06
0.256,300.00000033008,1.1964603482271e-06
0.26,300.00000033581,1.2007077280436e-06
0.264,300.00000034156,1.2050013325816e-06
0.268,300.00000034733,1.2093419755254e-06
0.272,300.00000035313,1.2137302810462e-06
0.276,300.00000035894,1.218167092147e-06
0.28,300.00000036478,1.2226530638023e-06
0.284,300.00000037063,1.2271890698279e-06
0.288,300.00000037651,1.2317757977162e-06
0.292,300.00000038241,1.2364141537504e-06
0.296,300.00000038834,1.2411048596277e-06
0.3,300.00000039428,1.2458488556312e-06
0.304,300.00000040025,1.2506468996469e-06
0.308,300.00000040624,1.2554999677666e-06
0.312,300.00000041226,1.2604088560185e-06
0.316,300.00000041829,1.2653745782245e-06
0.32,300.00000042436,1.2703979705983e-06
0.324,300.00000043044,1.2754800868307e-06
0.328,300.00000043655,1.2806218053982e-06
0.332,300.00000044269,1.285824222116e-06
0.336,300.00000044885,1.2910882601141e-06
0.34,300.00000045504,1.2964150596594e-06
0.344,300.00000046125,1.3018055910637e-06
0.348,300.00000046749,1.3072610414191e-06
0.352,300.00000047375,1.3127824309914e-06
0.356,300.00000048004,1.3183709964709e-06
0.36,300.00000048636,1.3240278107718e-06
