time,fluxintegral,power
1e-05,49.577265433634,0.91321961576686
0.00065251077988263,49.584991829521,0.91336489609495
0.0015749657704653,49.611424118936,0.91385837538578
0.0026090696299754,49.657682607994,0.91472003216272
0.0037574233454234,49.725851466269,0.915988434223
0.00504369739393,49.819126498857,0.9177229250333
0.0065015771880749,49.941912811136,0.92000532717232
0.008177367702406,50.100318291396,0.92294909396879
0.010135618868777,50.302971027906,0.92671449131002
0.012467275186379,50.562238542111,0.93153124478884
0.015299390343508,50.895821508246,0.93772814340254
0.018799567151289,51.327981170779,0.94575584017277
0.023151499573518,51.887398349787,0.95614708708959
0.028459963574037,52.595560684602,0.96930103667124
0.034608419199153,53.446582417006,0.985108403259
0.041257948127949,54.402676064315,1.0028673422336
0.048047646176389,55.417944178666,1.0217253590498
0.054748081986646,56.460339308799,1.0410872031669
0.061261235514609,57.514344617615,1.0606646644374
0.067562500702311,58.57456891738,1.0803576085559
0.073656191871981,59.640000431808,1.1001472456358
0.079554431047634,60.711022519839,1.12004069946
0.085269799524089,61.788278569831,1.1400499236084
0.090813598658735,62.872361719777,1.1601859381639
0.096195808142215,63.963779490324,1.1804581727662
0.10142535491693,65.062979050956,1.2008749359103
0.10651033890587,66.170371566937,1.2214438671834
0.1114581798226,67.286346343311,1.2421721999956
0.11627571232796,68.411277790881,1.2630668909833
0.12096925350099,69.54552872239,1.2841346812482
0.12554465688371,70.689452324632,1.3053821330017
0.13000735744354,71.843393367396,1.3268156520316
0.13436241125797,73.007689301009,1.3484415080985
0.13861453020623,74.182671134199,1.3702658512507
0.14276811298118,75.368664281429,1.3922947275709
0.14682727285751,76.5659893812,1.4145340943832
0.15079586192286,77.774962879501,1.4369898310961
0.15467749344611,78.995897766038,1.4596677528838
0.15847556132167,80.229104060248,1.4825736197183
0.16219325793198,81.474889375944,1.5057131468627
0.16583359011929,82.733559404263,1.5290920138451
0.16939939361566,84.00541836398,1.5527158728275
0.17289334595977,85.290769368411,1.5765903554238
0.176317978427,86.589914845149,1.6007210804997
0.17967568675356,87.903156889302,1.6251136607366
0.18296874076874,89.230797543464,1.6497737078351
0.18619929358946,90.573139227259,1.6747068404954
0.18936938925833,91.930484831032,1.6999186861605
0.19248097057762,93.303138156582,1.7254148892045
0.1955358856587,94.691404069433,1.7512011137631
0.19853589426808,96.095588789543,1.7772830491351
0.19954004835296,97.209750990617,1.7979684806404
0.20054541433821,97.917573595844,1.8111079975762
0.20153567445794,98.258036614599,1.8174262993797
0.20257583189604,98.583209886496,1.8234607322811
0.20367294562633,98.89363787564,1.8292214648224
0.20483333971005,99.189273938433,1.8347076374034
0.20606446618047,99.470085414606,1.8399186411292
0.20737518962889,99.736058964739,1.8448542239844
0.20877615299284,99.987201964263,1.8495145173857
0.21028028050384,100.22354667506,1.8539001134379
0.21190347213263,100.44515635849,1.8580121780373
0.21366558114265,100.6521339276,1.8618526109481
0.21559182355919,100.84463444869,1.8654242770935
0.21771486736673,101.02288370918,1.8687313500854
0.22007803019331,101.18720670787,1.8717798393302
0.22274036092657,101.3380730487,1.8745784298812
0.22578508333264,101.47617257754,1.8771398818412
0.22933439984075,101.60254834975,1.8794834904946
0.23357721268589,101.71884618809,1.881639703593
0.23882550013957,101.82782287561,1.8836595238931
0.24564183016052,101.93449488487,1.885635762758
0.25517174859235,102.04912033493,1.8877582109801
0.27020067083493,102.19658794904,1.8904873429614
0.29968482841941,102.45603695252,1.895287277896
0.39123461562935,103.24187688249,1.9098243045851
0.5,104.18154147726,1.927206780998

