time,amplitude,fluxintegral,power
0,0,0.90903992603697,0
0.0001,1,0.90903992603697,0.99994391864067
0.0002,0.9999999999889,0.90903992603697,0.99994391864067
0.0003,0.9999999999778,0.90903992603697,0.99994391864067
0.0004,0.99999999996669,0.90903992603697,0.99994391864067
0.0005,0.99999999995559,0.90903992603697,0.99994391864067
0.0006,0.99999999994449,0.90903992603697,0.99994391864067
0.0007,0.99999999993339,0.90903992603697,0.99994391864067
0.0008,0.99999999992228,0.90903992603697,0.99994391864067
0.0009,0.99999999991118,0.90903992603697,0.99994391864067
0.001,0.99999999990008,0.90903992603697,0.99994391864067
0.0011,0.99999999988898,0.90903992603697,0.99994391864067
0.0012,0.99999999987788,0.90903992603697,0.99994391864067
0.0013,0.99999999986677,0.90903992603697,0.99994391864067
0.0014,0.99999999985567,0.90903992603697,0.99994391864067
0.0015,0.99999999984457,0.90903992603697,0.99994391864067
0.0016,0.99999999983347,0.90903992603697,0.99994391864067
0.0017,0.99999999982236,0.90903992603697,0.99994391864067
0.0018,0.99999999981126,0.90903992603697,0.99994391864067
0.0019,0.99999999980016,0.90903992603697,0.99994391864067
0.002,0.99999999978906,0.90903992603697,0.99994391864067
0.0021,0.99999999977796,0.90903992603697,0.99994391864067
0.0022,0.99999999976685,0.90903992603697,0.99994391864067
0.0023,0.99999999975575,0.90903992603697,0.99994391864067
0.0024,0.99999999974465,0.90903992603697,0.99994391864067
0.0025,0.99999999973355,0.90903992603697,0.99994391864067
0.0026,0.99999999972244,0.90903992603697,0.99994391864067
0.0027,0.99999999971134,0.90903992603697,0.99994391864067
0.0028,0.99999999970024,0.90903992603697,0.99994391864067
0.0029,0.99999999968914,0.90903992603697,0.99994391864067
0.003,0.99999999967804,0.90903992603697,0.99994391864067
0.0031,0.99999999966693,0.90903992603697,0.99994391864067
0.0032,0.99999999965583,0.90903992603697,0.99994391864067
0.0033,0.99999999964473,0.90903992603697,0.99994391864067
0.0034,0.99999999963363,0.90903992603697,0.99994391864067
0.0035,0.99999999962252,0.90903992603697,0.99994391864067
0.0036,0.99999999961142,0.90903992603697,0.99994391864067
0.0037,0.99999999960032,0.90903992603697,0.99994391864067
0.0038,0.99999999958922,0.90903992603697,0.99994391864067
0.0039,0.99999999957812,0.90903992603697,0.99994391864067
0.004,0.99999999956701,0.90903992603697,0.99994391864067
0.0041,0.99999999955591,0.90903992603697,0.99994391864067
0.0042,0.99999999954481,0.90903992603697,0.99994391864067
0.0043,0.99999999953371,0.90903992603697,0.99994391864067
0.0044,0.9999999995226,0.90903992603697,0.99994391864067
0.0045,0.9999999995115,0.90903992603697,0.99994391864067
0.0046,0.9999999995004,0.90903992603697,0.99994391864067
0.0047,0.9999999994893,0.90903992603697,0.99994391864067
0.0048,0.9999999994782,0.90903992603697,0.99994391864067
0.0049,0.99999999946709,0.90903992603697,0.99994391864067
0.005,0.99999999945599,0.90903992603697,0.99994391864067
0.0051,0.99999999944489,0.90903992603697,0.99994391864067
0.0052,0.99999999943379,0.90903992603697,0.99994391864067
0.0053,0.99999999942268,0.90903992603697,0.99994391864067
0.0054,0.99999999941158,0.90903992603697,0.99994391864067
0.0055,0.99999999940048,0.90903992603697,0.99994391864067
0.0056,0.99999999938938,0.90903992603697,0.99994391864067
0.0057,0.99999999937828,0.90903992603697,0.99994391864067
0.0058,0.99999999936717,0.90903992603697,0.99994391864067
0.0059,0.99999999935607,0.90903992603697,0.99994391864067
0.006,0.99999999934497,0.90903992603697,0.99994391864067
0.0061,0.99999999933387,0.90903992603697,0.99994391864067
0.0062,0.99999999932276,0.90903992603697,0.99994391864067
0.0063,0.99999999931166,0.90903992603697,0.99994391864067
0.0064,0.99999999930056,0.90903992603697,0.99994391864067
0.0065,0.99999999928946,0.90903992603697,0.99994391864067
0.0066,0.99999999927836,0.90903992603697,0.99994391864067
0.0067,0.99999999926725,0.90903992603697,0.99994391864067
0.0068,0.99999999925615,0.90903992603697,0.99994391864067
0.0069,0.99999999924505,0.90903992603697,0.99994391864067
0.007,0.99999999923395,0.90903992603697,0.99994391864067
0.0071,0.99999999922284,0.90903992603697,0.99994391864067
0.0072,0.99999999921174,0.90903992603697,0.99994391864067
